Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
10.51,0,0.1679649150241169734094429323,0.167964915024117,0.167431136527319,0.167964915024117,0.167431136527319,0,0,0,0,6.3507907757893315767014307305,109.0566266070562663558510558,113.49656802890575772766055118,1321547000
10.52,0,0.1679313463755709154094429323,0.167931346375571,0.167398517808278,0.167931346375571,0.167398517808278,0,0,0,0,6.3486066038766926397014307304,109.03885661844653476930009273,113.48616518631103192660752391,1322805000
10.53,0,0.1678979366446733604094429323,0.167897936644673,0.167366055472219,0.167897936644673,0.167366055472219,0,0,0,0,6.3464262812593398057014307315,109.02106550826904987698730146,113.4757505345987405897758832,1324062000
10.54,0,0.1678644996966106524094429323,0.167864499696611,0.167333563393331,0.167864499696611,0.167333563393331,0,0,0,0,6.3442499566544033197014307313,109.00329106879262953801194859,113.46534932967098192235299248,1325320000
10.55,0,0.1678312120757697514094429323,0.16783121207577,0.167301218124966,0.16783121207577,0.167301218124966,0,0,0,0,6.3420776690737063537014307307,108.98556043019109075908332226,113.45497973216312427075173632,1326577000
10.56,0,0.1677979967199303604094429323,0.16779799671993,0.167268942613827,0.16779799671993,0.167268942613827,0,0,0,0,6.3399098017870873907014307302,108.96782580503324740120261903,113.44460938301259777976714084,1327834000
10.57,0,0.1677648421201988354094429323,0.167764842120199,0.167236725359905,0.167764842120199,0.167236725359905,0,0,0,0,6.3377456893558675807014307306,108.9501319915221983038028787,113.43426879219461789256133456,1329092000
10.58,0,0.1677317567678001504094429323,0.1677317567678,0.167204574863271,0.1677317567678,0.167204574863271,0,0,0,0,6.3355853745508362327014307308,108.93241932954728316115059161,113.42391789086731190011617827,1330349000
10.59,0,0.1676988221185350224094429323,0.167698822118535,0.167172572588532,0.167698822118535,0.167172572588532,0,0,0,0,6.3334295175961166107014307306,108.91473268204058385890734172,113.41358629014584303403055865,1331607000
10.60,0,0.1676658581460885904094429323,0.167665858146089,0.167140538518139,0.167665858146089,0.167140538518139,0,0,0,0,6.3312774224400930337014307302,108.89708869077723328170304562,113.40328562097425662035340969,1332864000
10.61,0,0.1676330548242207764094429323,0.167633054824221,0.167108662634583,0.167633054824221,0.167108662634583,0,0,0,0,6.3291294829921056797014307314,108.87943393993506195576965093,113.39297976926302873215395622,1334121000
10.62,0,0.1676003125822763524094429323,0.167600312582276,0.167076845375897,0.167600312582276,0.167076845375897,0,0,0,0,6.3269853272135918327014307315,108.86179070337529525539418502,113.38268392118883199737238804,1335379000
10.63,0,0.1675676304824051334094429323,0.167567630482405,0.167045085812885,0.167567630482405,0.167045085812885,0,0,0,0,6.3248451753805509917014307313,108.84416569434110840131057701,113.37240240315143309152370207,1336636000
